"Species","Year","baseline_year","prob_decline","percent_change_q025","percent_change_q05","percent_change_q10","percent_change_q50","percent_change_mean","percent_change_q90","percent_change_q95","percent_change_q975"
"LESP",2007,1970,0.328,-43.8241171582318,-35.3301845382412,-25.4684908602821,12.7111586725315,19.3164208299075,70.2934328468087,94.5841910287699,119.240343826084
"LESP",2008,1970,0.363,-45.848758802519,-36.8339284551859,-27.5067812182455,9.5106115284063,16.3368470366126,66.1598413802904,89.7024701353267,114.207869371679
"LESP",2009,1970,0.392333333333333,-47.4194135454643,-38.4157935045131,-29.6449164135093,7.04190472593591,13.876556124123,63.6242563394232,86.4728858205819,112.145827542858
"LESP",2010,1970,0.417333333333333,-48.7189150430914,-39.975496204466,-31.0647334373713,5.44404896929875,11.9157144208515,60.5208202218202,83.9480719726679,108.649557494453
"LESP",2011,1970,0.436,-49.633230358331,-41.1880593976029,-32.0848166397287,4.32428042526262,10.4353379443066,57.5025321367114,81.4134176083679,106.637114095743
"LESP",2012,1970,0.445333333333333,-50.5640005219696,-42.2872011054376,-33.3100729493284,4.09288304109582,9.41743693913336,55.3056178589398,80.5969077218138,107.497132514515
"LESP",2013,1970,0.451,-51.4566486552156,-43.3906028212916,-34.6850225563754,3.83230391681466,8.84454339867586,55.5496306547451,81.535578069395,106.607727258746
"LESP",2014,1970,0.449666666666667,-52.6225819639058,-44.8308263651069,-35.7942074015953,3.72277523732232,8.69878725982502,56.8604844898497,81.6719556937885,106.333474657165
"LESP",2015,1970,0.448,-53.9989722436247,-45.7691828891434,-37.119160616873,4.52843016305613,8.96072662997289,58.9227072556395,81.9072978895368,106.484736756463
"LESP",2016,1970,0.445,-54.8412763125737,-47.1537869180809,-38.449444998464,5.2829322374378,9.60819426215709,61.066292614551,84.9896659987344,107.676232035931
"LESP",2017,1970,0.445333333333333,-55.6652317994598,-48.4687819957431,-39.8073619025294,5.76652833295925,10.6154960352769,64.1804148015702,88.2471792625689,115.456191022473
"LESP",2018,1970,0.447,-57.0092162025134,-49.3887260529055,-40.8963955379841,5.69329493484136,11.9533796286557,69.6380816236248,93.3005016799982,122.824674986224
"LESP",2019,1970,0.446333333333333,-57.7849014943364,-50.7272036359693,-42.3318008613701,6.12801787832515,13.5902670851528,75.1345848099396,101.416139500086,131.29966337927
