"Species","Year","q05","q50","mean","q95"
"ATPU",1968,381030.548643702,597281.357113245,648422.583818972,1088377.76515958
"ATPU",1969,384977.568263394,589572.62299767,631751.620932833,1022060.57155188
"ATPU",1970,389106.516126866,581229.585786543,617402.0401359,965854.353023983
"ATPU",1971,395313.336301837,575936.340979004,605378.904874209,915115.808285854
"ATPU",1972,403404.594953118,571029.473288664,595631.630790386,864505.662016541
"ATPU",1973,413051.898550038,567193.570769213,588065.436726972,824147.264042576
"ATPU",1974,422112.800976015,566481.581202153,582554.354178967,793941.042482188
"ATPU",1975,430658.008225477,566635.803735817,578954.652769479,773183.306586575
"ATPU",1976,439284.292285383,566526.715308155,577117.661649407,751026.188966387
"ATPU",1977,448686.016718707,567258.561894054,576901.033525828,735004.159496257
"ATPU",1978,458890.442270033,570332.531271201,578177.564068855,720327.657773933
"ATPU",1979,467488.82091415,573612.741222339,580840.813423481,714360.831972516
"ATPU",1980,477674.237554075,577724.522093032,584807.025918011,709931.60751898
"ATPU",1981,487108.990810822,583742.230503818,590013.212449761,708199.199453789
"ATPU",1982,496688.738896561,591260.623647418,596411.705375272,712516.89075405
"ATPU",1983,506223.456417696,598613.228913511,603961.947695121,717551.235033443
"ATPU",1984,514770.375692975,607781.060124599,612620.664387464,727162.275205133
"ATPU",1985,523493.267995172,617427.918388651,622331.829951349,736273.294678516
"ATPU",1986,528730.815697795,627162.691957824,633017.963231105,751732.620681096
"ATPU",1987,535201.496128889,638586.428854158,644574.235576191,767420.399991747
"ATPU",1988,541562.793462189,650577.851996689,656866.662045824,787646.672238874
"ATPU",1989,548397.13374493,662868.763831848,669735.246251024,808149.115690308
"ATPU",1990,553676.563798344,674680.987219458,683002.36337957,830365.260272999
"ATPU",1991,561243.386478174,687323.044687111,696485.918968588,855074.725293964
"ATPU",1992,567072.417645473,700026.781641539,710015.993685416,878165.572604302
"ATPU",1993,574799.034784643,712634.187230371,723452.920303173,898833.0515597
"ATPU",1994,582765.461578614,725195.21519165,736704.22242318,919436.96072237
"ATPU",1995,592183.056999484,737215.219787171,749737.746083595,939765.213858614
"ATPU",1996,602185.95137106,750910.77485299,762588.724567709,958240.712861739
"ATPU",1997,613139.129694754,764283.859618608,775359.391140205,973348.08056115
"ATPU",1998,625930.737461403,777545.857624445,788210.916892839,984744.772592605
"ATPU",1999,639073.711738525,791704.888192024,801348.641716197,998712.117359581
"ATPU",2000,649725.126066241,806608.725422839,815002.530782376,1014734.97966
"ATPU",2001,662210.901839754,820470.370868543,829405.358851471,1029710.05193751
"ATPU",2002,674069.89629531,835919.803697315,844771.259180654,1049473.67659531
"ATPU",2003,684158.755682946,851558.318629187,861277.043569035,1072294.23655717
"ATPU",2004,695973.449611298,868992.31602551,879048.23230925,1096837.42744127
"ATPU",2005,706469.543131069,887301.819555533,898151.147705517,1125194.96183814
"ATPU",2006,717254.11450409,905712.953537116,918591.794261585,1159892.58654702
"ATPU",2007,727999.185094023,926415.899205534,940321.592200293,1194923.3457427
"ATPU",2008,738929.843478926,948428.248379881,963249.344645203,1238324.54727959
"ATPU",2009,749028.320745393,969875.361016278,987258.11780163,1283677.39194834
"ATPU",2010,761941.143631995,991431.691291393,1012225.06481618,1328622.3440151
"ATPU",2011,771533.869868652,1015708.60960888,1038041.74894881,1378760.6363134
"ATPU",2012,779218.464554301,1039055.9728253,1064632.36188733,1431003.8245625
"ATPU",2013,789964.780492817,1065014.5091257,1091967.49164823,1478724.60819778
"ATPU",2014,801426.108160306,1088484.68668421,1120071.77913579,1540002.33114709
"ATPU",2015,811455.269849652,1113943.08765486,1149024.79911697,1594247.682033
"ATPU",2016,818170.536704915,1139729.1297973,1178955.59613675,1654936.75303415
"ATPU",2017,826483.656741079,1166344.93588035,1210032.24678924,1714815.48164538
"ATPU",2018,833833.394723859,1194852.95495776,1242448.39255102,1794697.40556921
"ATPU",2019,841348.421985716,1223009.18795042,1276408.77456174,1867439.85891555
"ATPU",2020,846590.322198878,1252749.30150311,1312115.40826371,1959959.34951611
"ATPU",2021,852053.161830879,1285222.38380309,1349755.28677031,2048739.06113733
"BLGU",1950,158.516472006349,37494.2101393382,2849855702.86631,29089554.6341534
"BLGU",1951,178.860477559526,35467.4703892618,1372938494.87163,22180046.1576681
"BLGU",1952,201.77501510737,34445.2094334907,677075321.402455,17191945.834336
"BLGU",1953,229.073430247649,33331.9638446851,343341053.589225,13081324.1738913
"BLGU",1954,266.023109710009,31971.013037425,179609488.057451,9703720.56012983
"BLGU",1955,306.0048161787,30179.4237852832,97009178.0372525,7605769.76805242
"BLGU",1956,356.777906162308,28942.9128951063,53969824.6212932,5406708.31631431
"BLGU",1957,415.12802318362,27878.6503065994,30760294.878311,4072417.09339014
"BLGU",1958,478.961880886379,26722.3188958196,17829182.6509197,3197987.68445204
"BLGU",1959,540.785262048564,25854.1819889538,10428070.5801084,2585235.80934368
"BLGU",1960,618.513761784078,24395.0403479917,6113281.7943492,1970163.1459066
"BLGU",1961,732.817110623364,23094.5951081055,3574772.02802869,1476907.75423393
"BLGU",1962,837.433952136506,21445.1463910909,2080093.17391056,1092088.50733282
"BLGU",1963,991.436221301798,20241.568782411,1204704.46756759,811402.884862444
"BLGU",1964,1207.86368450978,18945.6868545449,696505.260556827,590321.264490651
"BLGU",1965,1416.10080346308,17602.5895816749,404264.640258096,432925.999800122
"BLGU",1966,1654.87996185106,16336.2703377159,237488.172185238,302407.954857285
"BLGU",1967,1934.02241437776,15369.2821489064,142652.3412779,209222.175360748
"BLGU",1968,2270.61143119228,14504.0009882052,88621.2091103947,154463.122458887
"BLGU",1969,2718.17884032413,13677.5615830773,57595.7754825796,117169.431398446
"BLGU",1970,3274.47453012903,13114.4589955885,39550.3646714408,86756.3244240925
"BLGU",1971,3909.39909122804,12628.3842323829,28889.6171798286,64455.4903030669
"BLGU",1972,4641.23298151797,12169.8099354058,22495.7528435026,48033.3242499675
"BLGU",1973,5420.88908740686,11885.438531433,18618.8128485821,38262.493961468
"BLGU",1974,6160.2464760887,11811.9602007475,16259.8151920334,31655.0783325142
"BLGU",1975,6868.61748320256,11819.9505425135,14832.8673163032,26905.8253708997
"BLGU",1976,7465.69874537448,11849.0720875517,13981.5405066544,23819.4428034113
"BLGU",1977,7896.46506815762,11926.9296599524,13479.7344183629,22179.0810288511
"BLGU",1978,8176.14752737896,12018.0049410686,13178.9257644025,21209.7841067834
"BLGU",1979,8255.80937497844,12061.5394495832,12980.8450461356,20249.891502811
"BLGU",1980,8325.18261861224,12089.5965601786,12823.5144821823,19573.10239624
"BLGU",1981,8241.0501655459,12047.323582536,12673.3533904462,19160.7308541238
"BLGU",1982,8199.05612307256,11999.9971922572,12519.125097667,18829.1108151928
"BLGU",1983,8179.9193185263,11928.0464425257,12365.8555679769,18238.4309926904
"BLGU",1984,8093.94236030657,11844.1690148196,12228.5616772294,17841.2835959601
"BLGU",1985,8036.44221464066,11752.2017171309,12126.4839884294,17486.1291795697
"BLGU",1986,8059.11799980903,11665.1352885353,12078.5618454484,17500.2043784019
"BLGU",1987,8053.92982763985,11657.5673823903,12100.4681795351,17595.8825102338
"BLGU",1988,8109.27604963389,11669.1135495342,12203.0593349029,18002.6597238158
"BLGU",1989,8214.82189415306,11753.4230832551,12391.8459336562,18519.1670325861
"BLGU",1990,8290.30506675416,11925.7482695563,12667.0886001357,18981.397682873
"BLGU",1991,8364.91410456786,12239.8616081392,13024.2683557366,19721.455953569
"BLGU",1992,8498.12346951686,12578.9114984682,13454.8494889555,20677.5936537603
"BLGU",1993,8718.60845483491,13048.7851710842,13947.3503997656,21682.3448958044
"BLGU",1994,8967.23151797972,13558.0739620189,14488.7270413137,22756.8096020589
"BLGU",1995,9331.63905925893,14120.2629264522,15065.9706573847,23613.2881101882
"BLGU",1996,9806.77195656008,14781.3136281923,15667.6867103691,24300.5175566976
"BLGU",1997,10399.0485303294,15456.4361006149,16285.3325706926,24741.2140200607
"BLGU",1998,11049.4329408437,16193.3589080813,16913.8045103075,25070.1364139079
"BLGU",1999,11848.7433017403,16896.9770021012,17551.1860239245,25288.6930717888
"BLGU",2000,12686.9722411616,17567.5608385916,18197.6535112551,25631.5612204595
"BLGU",2001,13545.3558634718,18320.7384360348,18853.7131137372,25884.2669105779
"BLGU",2002,14300.9619455949,19095.085498828,19518.062308215,26043.2199992992
"BLGU",2003,15121.9580189592,19787.9027227954,20185.4207214558,26256.7818589887
"BLGU",2004,15796.2620712397,20532.0582846877,20844.6819071018,26561.6198117107
"BLGU",2005,16363.5414848609,21237.8861141442,21477.7389450928,27360.2181367614
"BLGU",2006,16762.6888940814,21819.6584504932,22059.351810734,28059.0094214044
"BLGU",2007,17097.9878948624,22298.9461370169,22558.4310114157,28557.9744816354
"BLGU",2008,17423.1860856192,22685.8570861256,22941.0309654124,29238.0309490312
"BLGU",2009,17603.0015942179,22898.0323578897,23175.0622353554,29758.7396737084
"BLGU",2010,17629.1359832321,22881.4251013859,23236.1780844128,29920.3970837255
"BLGU",2011,17556.3337024524,22730.3223328294,23113.590966917,29568.1083178991
"BLGU",2012,17320.8185944981,22442.1000642664,22814.1043795237,29261.2572735303
"BLGU",2013,16935.6508315885,21973.2617822633,22362.8513897152,29014.7226734515
"BLGU",2014,16322.301254758,21225.2079660182,21800.238039778,28825.8576212951
"BLGU",2015,15408.8119574128,20468.3934402462,21175.9601227883,29204.3235977111
"BLGU",2016,14340.6772316947,19629.3162562483,20541.9427819675,29565.3011186555
"BLGU",2017,12938.3440545489,18787.0173002552,19946.1466316538,30369.6805557893
"BLGU",2018,11560.0270904141,18089.1019047267,19428.4922085126,31498.6077194961
"BLGU",2019,10293.5326416714,17306.1409449819,19019.1969604904,32949.7897127059
"BLGU",2020,9109.84776287861,16624.7661966718,18739.0968246247,34956.3042641089
"BLGU",2021,7957.93175325367,16027.0797547813,18601.2427629634,37085.8846354244
"BLKI",1950,19930.6490892606,184845.173645206,1075309.53446759,2670187.66836612
"BLKI",1951,21445.2352011124,183722.740491899,957426.415029216,2366911.22244908
"BLKI",1952,22961.6981919324,181619.87150325,857166.926003999,2106054.29878445
"BLKI",1953,24680.8231173319,181117.877449888,770805.856278458,1948979.50868856
"BLKI",1954,26730.1318183999,179978.276459336,695244.65308956,1762323.15741049
"BLKI",1955,29422.616837908,178802.669825975,628025.911281997,1609392.33696189
"BLKI",1956,31743.4149458058,178075.149764165,567308.399462896,1488577.21213411
"BLKI",1957,33900.8395758883,176028.559598065,511818.527819502,1352913.39065244
"BLKI",1958,36840.4296129528,173683.648883845,460780.277232115,1205095.56766557
"BLKI",1959,39843.5097034042,169694.919029099,413822.041126166,1091857.84025237
"BLKI",1960,42515.1355529384,167527.172582987,370862.830332588,976072.041121654
"BLKI",1961,46509.770128328,164916.769879614,331988.012767763,871241.2923508
"BLKI",1962,50435.4261104835,161922.154180347,297331.359994569,777087.755638908
"BLKI",1963,54067.7297219456,158630.726239059,266981.413924121,686840.051261834
"BLKI",1964,58205.8094410765,154788.041048366,240924.632126326,600542.796933708
"BLKI",1965,62779.3430002844,151690.84031755,219027.712659505,522628.731512691
"BLKI",1966,68026.5274606646,148185.452408934,201051.540455362,465912.668866423
"BLKI",1967,73200.6598064748,145529.628765031,186683.383092838,407237.60429795
"BLKI",1968,79008.1268726885,143240.587121599,175573.632158362,359383.498339961
"BLKI",1969,85497.9486341969,142097.81041268,167367.104435685,320879.582897629
"BLKI",1970,91884.7714940547,142719.423948094,161724.043108693,287287.030301011
"BLKI",1971,98375.470391581,143704.619212403,158330.330281618,263416.313095277
"BLKI",1972,104515.096260919,145870.015883657,156899.108337913,244590.955454901
"BLKI",1973,110799.592311057,148374.197576742,157167.104894087,232300.75286075
"BLKI",1974,117598.371490522,152002.063129212,158888.990025154,222114.489253772
"BLKI",1975,123911.559399196,156515.899942808,161832.545856859,216800.091805669
"BLKI",1976,130142.484711766,161938.566948383,165776.560791577,213191.08965323
"BLKI",1977,136060.19377983,167517.246452653,170512.28116549,214332.23670954
"BLKI",1978,141027.918500753,173732.048014264,175848.061401138,217990.973651549
"BLKI",1979,146183.246113789,180220.617743829,181615.742795086,222773.937946888
"BLKI",1980,152118.176470878,186238.762632254,187676.534683453,227996.267893847
"BLKI",1981,157626.353868288,192777.952781376,193924.009301833,235999.194383331
"BLKI",1982,162722.793193941,198429.550418911,200282.326372315,243697.177350762
"BLKI",1983,167933.493731351,204711.940651704,206698.831388112,250504.692861318
"BLKI",1984,173314.163764868,210580.033554975,213131.430564139,259391.340871705
"BLKI",1985,177925.36849944,216749.151519379,219532.334717047,269079.42451382
"BLKI",1986,181529.619482526,222710.512659295,225830.689672526,279978.080677052
"BLKI",1987,184285.088160058,228160.967869313,231917.204102748,291611.06379933
"BLKI",1988,186535.090835848,233317.277833372,237634.128026785,303454.790808171
"BLKI",1989,188137.199299097,237501.425519279,242773.747837363,314515.560193298
"BLKI",1990,188533.998602613,241086.545552883,247087.760706211,325366.888645755
"BLKI",1991,188147.950340729,243762.117614123,250308.264285735,333843.415357048
"BLKI",1992,187823.981872576,245088.130951986,252178.631022349,339956.543182643
"BLKI",1993,186792.326676812,245423.015929396,252489.642769278,342151.860340097
"BLKI",1994,184983.552510429,243966.963832228,251113.845136803,342353.042592409
"BLKI",1995,182813.663481259,240774.363970966,248030.264992401,337859.543948713
"BLKI",1996,180528.336177305,236317.774670804,243333.184194531,329532.896304319
"BLKI",1997,177326.404316881,230775.814747665,237222.419310527,317446.8513106
"BLKI",1998,174407.154589683,224142.538204603,229977.309677502,304605.415229498
"BLKI",1999,171087.645222416,217136.723429301,221920.611637942,288241.133869459
"BLKI",2000,167277.628150331,209076.43259646,213380.324380403,272399.841308655
"BLKI",2001,163243.728208836,200639.755773452,204656.749165421,257036.724934272
"BLKI",2002,159225.87887105,192757.096064754,195999.50929439,241770.748906154
"BLKI",2003,154971.228167269,184862.530678939,187596.089466378,227605.77316354
"BLKI",2004,150463.689432406,177306.651826702,179570.814095563,215286.88856141
"BLKI",2005,145256.672667859,170045.643159267,171991.641362514,204238.061884539
"BLKI",2006,140180.402222333,163256.912401566,164881.690996244,194709.823743378
"BLKI",2007,134819.26346651,156761.681848916,158232.700715975,184889.107122047
"BLKI",2008,130170.785524874,150624.828629028,152018.216578648,176805.045148048
"BLKI",2009,125892.020741927,145069.704178467,146204.984361788,169410.939870817
"BLKI",2010,121581.135097752,139852.181962928,140761.600657547,162592.882595885
"BLKI",2011,117428.445028087,134830.587609707,135663.99216975,156264.032525178
"BLKI",2012,113627.545707414,130140.019647008,130897.743430959,150615.099165175
"BLKI",2013,109884.295215661,125722.86861389,126457.690226371,145457.327429359
"BLKI",2014,105951.007475623,121678.19590511,122345.506681514,141127.518376878
"BLKI",2015,102123.822774538,117774.616950565,118566.191634563,137495.549496916
"BLKI",2016,97965.1712102844,114318.171376846,115124.376760147,134577.155775082
"BLKI",2017,93902.3095319249,111112.983973617,112021.247983886,133021.156641484
"BLKI",2018,89404.23426222,108286.944702064,109252.64425374,131836.179859573
"BLKI",2019,85185.1498305936,105645.644595118,106808.640758311,131947.841618446
"BLKI",2020,80903.1512231031,103172.129393162,104674.694945832,133268.421648967
"BLKI",2021,76873.121723037,101045.203543197,102834.269642429,135187.401218128
"COMU",1950,571429.929128736,13648845.4878508,21801258277.4869,2371565178.56866
"COMU",1951,554247.681243322,12117119.5387569,14210576875.2677,1816668965.64357
"COMU",1952,545855.395756457,10740883.5694112,9410762875.38218,1448450141.81719
"COMU",1953,538761.345261084,9435401.41228891,6302311853.28,1151148752.14275
"COMU",1954,555758.450987926,8653555.23738432,4234414196.82826,891264494.443691
"COMU",1955,544244.5718972,7769774.64701451,2823924312.75132,705268782.57987
"COMU",1956,516592.215779964,6878062.41456903,1846159347.9567,539511575.482951
"COMU",1957,509066.454291932,6113020.49148038,1168222455.18815,392219629.282085
"COMU",1958,502580.059027889,5458156.96439354,707550295.002945,286974594.162771
"COMU",1959,489711.450951938,4822100.44745379,406943012.582165,204063526.855153
"COMU",1960,471967.224584668,4202515.78047039,221639202.905278,142344660.995029
"COMU",1961,452275.964006064,3533917.34434815,114801163.84601,97295847.3922511
"COMU",1962,428074.500892407,3024565.9813368,57311406.2415325,64232807.6084924
"COMU",1963,427527.563676571,2547111.61499622,28253296.9153087,43779115.3358207
"COMU",1964,417380.57236761,2177466.61447607,14242475.9962489,28873251.7411524
"COMU",1965,413627.609630886,1864785.88729741,7641214.93517505,18895559.0464747
"COMU",1966,409701.08048852,1638293.9033075,4509389.94999901,12457646.0547114
"COMU",1967,393540.977817617,1434105.47950511,2968003.91212855,8691026.76060512
"COMU",1968,398753.506747149,1298250.89921932,2164392.2809928,6112873.13658307
"COMU",1969,401908.296830404,1190840.36209517,1718072.94657135,4685322.5790256
"COMU",1970,420694.486806286,1106200.54387162,1456594.70801551,3649136.14950926
"COMU",1971,442821.896698243,1047816.62403904,1298384.01312983,3001666.95721636
"COMU",1972,467383.666795718,1001313.9833879,1202371.54262196,2568272.75593454
"COMU",1973,484583.574628911,981351.719008869,1146235.61995602,2325024.96640143
"COMU",1974,503377.629980547,985032.964286744,1116728.96768265,2182194.54621098
"COMU",1975,506614.725516981,984118.384138052,1105218.01364382,2153684.07786826
"COMU",1976,509644.232345897,987531.219163865,1105583.87170628,2150348.36942106
"COMU",1977,505030.06458896,987117.838400662,1113261.86787225,2152492.65859424
"COMU",1978,500176.864276047,990330.383151244,1124851.80497562,2217721.87089274
"COMU",1979,499518.852009011,994506.154799412,1137997.04442982,2259519.13812529
"COMU",1980,496064.498263001,993439.532477782,1151347.90429659,2301144.71756787
"COMU",1981,494504.343914943,998014.877546698,1164494.89794664,2365968.74558074
"COMU",1982,493952.263681263,1013423.29833107,1177816.62705012,2392425.81842081
"COMU",1983,489154.3601007,1019144.73231186,1192239.39661401,2453308.13336044
"COMU",1984,490679.97650767,1021943.685058,1208941.41207696,2508555.07796968
"COMU",1985,494184.032369891,1030478.54319586,1229046.36464187,2606195.8786062
"COMU",1986,492668.536478474,1038323.18383788,1253341.68595168,2701717.01187389
"COMU",1987,492665.985523224,1048295.28749177,1282036.89907363,2843761.17958675
"COMU",1988,486180.305276857,1061718.83291863,1314562.10396393,2944425.13472751
"COMU",1989,488816.29431253,1073487.65979893,1349410.78220441,3065936.76447446
"COMU",1990,486287.385503604,1087594.26238048,1384066.4007057,3193091.65444984
"COMU",1991,481841.916962485,1095947.46175118,1415111.45023588,3302331.18365363
"COMU",1992,479425.089027421,1110240.55960049,1438649.01298753,3370693.44475753
"COMU",1993,480656.261486483,1118855.49459674,1451084.75136514,3375152.05508904
"COMU",1994,485013.306341551,1116854.04203509,1450095.45071792,3362818.87651678
"COMU",1995,488799.211954598,1119355.30297355,1435388.78848379,3302158.46695205
"COMU",1996,492911.470006064,1107313.9839896,1408869.60659022,3151229.31027885
"COMU",1997,501067.118816501,1101557.64162367,1374132.10767594,3015799.28824991
"COMU",1998,516870.128158756,1102771.93082389,1335562.41515352,2845556.50310709
"COMU",1999,533471.200285902,1094719.61892501,1297469.39471716,2628096.35088187
"COMU",2000,552584.163129538,1093573.99944565,1263516.04584149,2430253.13219857
"COMU",2001,569137.073200205,1090618.92816859,1236488.01574693,2321235.24809895
"COMU",2002,582585.787766322,1088434.99008142,1218292.20556179,2244516.99088597
"COMU",2003,591212.49460386,1093785.36138211,1210060.25219643,2216602.61703324
"COMU",2004,595289.273250104,1095191.01455299,1212276.0958369,2177543.69867051
"COMU",2005,590328.820125409,1095543.39963162,1224894.69228016,2214158.69587293
"COMU",2006,582599.249423843,1110787.78534793,1247449.27827001,2331507.28695204
"COMU",2007,567729.762151798,1121686.05448697,1279158.97811252,2472165.46699016
"COMU",2008,544266.479567389,1136964.68190987,1319051.89259831,2682774.20986779
"COMU",2009,524388.07980958,1147569.6230014,1366113.90022059,2976509.51787775
"COMU",2010,508617.217268131,1155144.16651768,1419462.81023531,3246939.67378804
"COMU",2011,494680.597485243,1162006.00761161,1478535.56971067,3548638.84695148
"COMU",2012,477756.892461542,1170983.10675549,1543268.10605306,3867899.86511404
"COMU",2013,462167.515805547,1182664.13208075,1614246.45670277,4227297.5642978
"COMU",2014,449019.836242841,1191751.65312907,1692814.08069987,4509770.66525806
"COMU",2015,438582.724801597,1204876.9296161,1781131.07853419,4860330.92977317
"COMU",2016,428030.062069168,1229626.99299332,1882193.28099714,5392224.64817826
"COMU",2017,419977.372547243,1254917.46394452,1999830.16949533,5955768.11135192
"COMU",2018,409664.388364347,1275809.36101782,2138708.54199644,6643476.40449437
"COMU",2019,404709.94925224,1315070.55510633,2304373.15027973,7399617.45387727
"COMU",2020,402310.330534669,1348300.81550104,2503357.33087276,8167922.53615834
"COMU",2021,400986.918407518,1391529.34894138,2743398.4628508,9056727.45388573
"COTE",1950,10329.3786805236,28882.2955956523,42154.0718808103,106998.755350352
"COTE",1951,10555.0312780731,28781.8950261164,41104.6863814097,102540.40248778
"COTE",1952,10792.7594586041,28638.5634477807,40135.7299713549,100055.207832652
"COTE",1953,10912.1793803368,28514.0574486822,39234.6882742591,95439.0287255099
"COTE",1954,11166.8545173916,28312.5359345059,38388.2416243316,91517.3759728713
"COTE",1955,11356.7532056276,28244.0522680949,37583.2783737175,88066.2877517817
"COTE",1956,11548.2570854523,28065.071948969,36807.8366633398,84416.5469304385
"COTE",1957,11796.86542149,27910.4025084816,36051.9609868558,81753.104948226
"COTE",1958,12000.9342278722,27777.2622139293,35308.417774446,77968.5233184167
"COTE",1959,12182.4238747646,27594.1772994848,34573.1924885555,75003.259810334
"COTE",1960,12390.60181144,27419.8034358082,33845.6955719566,71674.7686158897
"COTE",1961,12649.2295390609,27208.4854447335,33128.635118109,69304.1929697024
"COTE",1962,12827.0106013223,26999.3222082653,32427.5619328939,66760.4475987096
"COTE",1963,13128.3671127376,26877.1059266052,31750.1439577797,63391.3946505331
"COTE",1964,13453.6708687157,26669.8771367145,31105.2672705657,61426.068802255
"COTE",1965,13754.6477103043,26533.1747474697,30502.0798721539,58663.5454791792
"COTE",1966,14107.8477579652,26445.7589383148,29949.0896564337,56316.5290208341
"COTE",1967,14489.4578080381,26320.9992437304,29453.4043891219,53745.6967617296
"COTE",1968,14859.5292456206,26212.5282970438,29020.1687783124,51729.835295224
"COTE",1969,15130.9628980139,26137.285842183,28652.2216909616,49868.2158839326
"COTE",1970,15528.453964442,26135.1495416132,28349.9720220554,48104.8370809482
"COTE",1971,15871.4115572796,26067.7836944135,28111.4768544641,46305.8070105308
"COTE",1972,16325.59749364,25958.1602992948,27932.698494544,45666.6398333997
"COTE",1973,16652.5975366105,26115.1512813844,27807.9135332582,44286.5008389044
"COTE",1974,17163.2809153597,26172.7551645997,27730.2428303772,43408.3034142908
"COTE",1975,17405.3150548347,26281.6238765923,27692.2634383281,42655.3872620006
"COTE",1976,17600.2032822767,26410.0397194445,27686.6520127029,42082.8890489634
"COTE",1977,17918.4812131044,26588.6742115907,27706.7973754374,41684.9699688541
"COTE",1978,18276.5280680869,26691.1450464911,27747.3130094841,41385.5368786649
"COTE",1979,18496.362069006,26714.7839615995,27804.3839406445,40712.2394489969
"COTE",1980,18788.0826521092,26776.8508613396,27875.8998336791,40494.1840663905
"COTE",1981,19037.2721563752,26861.0445743655,27961.3559112362,40296.1921294989
"COTE",1982,19252.9797179472,27037.623878407,28061.5396255048,39974.1359684467
"COTE",1983,19475.030222358,27125.9807491798,28178.0554046307,39810.2350973332
"COTE",1984,19764.0030084983,27257.5174842036,28312.7644202042,40004.2503784007
"COTE",1985,20009.7195551353,27461.7752585255,28467.2267352049,40066.0412560151
"COTE",1986,20253.2507914395,27672.0423358145,28642.2292551912,40243.227047667
"COTE",1987,20432.5499877541,27892.07523508,28837.4676571851,40273.7747332551
"COTE",1988,20670.1206711579,28161.7412115191,29051.4279667602,40552.9958941917
"COTE",1989,20917.2425503483,28436.9521524462,29281.4869828101,40676.8949762299
"COTE",1990,21083.779804998,28699.8967620767,29524.2223243766,41187.8207862303
"COTE",1991,21246.954301212,28903.1352797057,29775.8940040647,41388.379016458
"COTE",1992,21476.4587085875,29166.4054019374,30033.0324285449,41729.8648851889
"COTE",1993,21711.0490299122,29491.5123733552,30293.0465175302,41959.6908171203
"COTE",1994,22089.4357691324,29766.9349085157,30554.7553324264,42060.763119785
"COTE",1995,22524.4514803373,30047.9786059855,30818.7517490703,41894.1034954487
"COTE",1996,22918.5651229462,30319.5634043467,31087.5289071414,41825.7374075514
"COTE",1997,23404.1418911144,30655.8619238977,31365.3364813476,41962.0550959497
"COTE",1998,23749.1709464716,31014.6666782198,31657.7769634971,41982.4978890461
"COTE",1999,24230.3160437681,31387.2510579066,31971.1927401631,41962.5066305596
"COTE",2000,24802.76733862,31768.6189215212,32311.9246107674,42194.0814905064
"COTE",2001,25331.3345343378,32119.887814756,32685.5372049662,42405.5086349762
"COTE",2002,25847.5856273605,32489.579450519,33096.1068583594,42638.3111196219
"COTE",2003,26380.5352728364,33009.4482139085,33545.6565190895,43064.0757652649
"COTE",2004,26723.4970634942,33523.8001114333,34033.8045927342,43636.1958165973
"COTE",2005,27135.6043448317,34065.6336191856,34557.6732420392,43930.1521238899
"COTE",2006,27570.0354336101,34582.7333178307,35112.0772128407,44711.0180023957
"COTE",2007,27757.1079342914,35089.9586694778,35689.9860356667,45696.252406667
"COTE",2008,28074.1022570185,35640.3355025075,36283.2203645923,46595.3737389317
"COTE",2009,28395.5506149655,36193.8965743086,36883.3098040044,47613.0886818857
"COTE",2010,28713.1097526278,36734.2544515894,37482.4107284354,48568.4543162124
"COTE",2011,29043.2241431316,37268.7374534304,38074.1662383935,49773.9386139228
"COTE",2012,29295.9810020194,37743.954150024,38654.3933987658,50721.542991325
"COTE",2013,29521.3089087022,38282.9164043852,39221.5076798525,52004.7757148607
"COTE",2014,29779.527162685,38806.311248068,39776.6370074418,53040.4153604839
"COTE",2015,29970.2510050492,39207.9636262247,40323.4282211059,54080.2235318416
"COTE",2016,30021.0012514206,39717.5725867606,40867.5946939683,55235.3863896259
"COTE",2017,30194.4176032613,40235.4742751989,41416.2846661232,56529.414992936
"COTE",2018,30180.4691401238,40672.057672885,41977.3595993198,57867.7828793464
"COTE",2019,30102.8407247002,41231.7318503812,42558.6605841944,59385.2092719237
"COTE",2020,30110.3081377191,41759.3425305691,43167.313498503,60898.6416772121
"COTE",2021,30069.0285985364,42279.0725928423,43809.0882936927,62442.1112596272
"DCCO",1950,3171.31139792784,11096.7674659696,24174.8704501253,51236.8563981986
"DCCO",1951,3363.2986904179,11242.8971591991,22285.9455525873,49102.9577834858
"DCCO",1952,3560.10913604325,11387.5819600588,20855.4735557727,47414.535338991
"DCCO",1953,3767.36026054129,11466.7689802669,19762.3235100806,46235.6402933323
"DCCO",1954,3971.81292744974,11605.3008913667,18916.6759464822,43855.2458278875
"DCCO",1955,4149.85862293963,11763.4012110561,18251.6235374559,42371.7364676205
"DCCO",1956,4325.94436209506,11914.0781685017,17717.3602555169,40837.6032585595
"DCCO",1957,4490.21161439841,12062.7700066978,17277.1028494721,39450.5469503571
"DCCO",1958,4715.8469104937,12293.4490170451,16904.1855462401,38356.0044393888
"DCCO",1959,4916.48812696532,12484.7991407957,16579.939668837,36153.8957506967
"DCCO",1960,5108.10532661528,12706.6798217622,16292.0800671048,35348.6553058127
"DCCO",1961,5390.41216818433,12865.2996493023,16033.4032717484,34568.6054399597
"DCCO",1962,5644.42210645982,13030.8504808661,15800.6717925137,33338.8602024506
"DCCO",1963,5913.69514703908,13168.9388006577,15593.6172571852,31923.8865004245
"DCCO",1964,6219.55242811601,13307.092768623,15414.0393821691,30744.6775205428
"DCCO",1965,6555.2191390372,13447.8436549159,15265.0052599796,29442.6851353327
"DCCO",1966,6895.29566298864,13546.800638319,15150.1642467417,28238.1917803752
